Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Bwd IAT Total,SYN Flag Count,ACK Flag Count,Label
80,129899.5214239698,7189,3046,148839.93496811017,174958.1688168819,1184.6393269542596,89.16454404357194,345.4309330974564,1439.641534814746,75.78285235401744,186.00662130350793,227295.60098769408,29081.44706719485,2.407551069480798,2.339591187752697,97.48591803871027,0.9452902534101494,980910.8449723661,300407.21973219316,420,186,DDoS
8080,56633434.07178784,267,109,5487.592521364101,563.5929624172863,689.3468870044566,38.38869838269821,232.02172197725218,331.01195049007856,23.38832848275757,391.74988009069807,5852.7112491751595,885.9739260486564,2.549173740248157,1.3353478218418404,38.17207727165979,0.8651000512354315,607564.8322228907,243910.24378138408,18,15,BENIGN
443,566879.7456160869,4970,3247,420852.08385904145,114351.28133673745,1081.599890720548,46.722429744837136,168.98385927791622,381.96493895564197,58.888604453445495,164.7167047931302,493671.2956557917,10169.766469915658,9.094662554297756,1.9249541554354017,57.786619792250086,0.2728066660537856,534655.0373880292,201143.22116711293,375,75,DDoS
443,45490852.71122728,40,55,4435.03991320571,2696.680304893326,1010.1422941357788,56.21657259951051,711.6066505218081,378.860479401353,2.081263287852142,337.11682512924574,4005.6290948872174,630.0555500193354,9.714844512514837,2.9147051280772116,40.39131770469932,0.3540621548038638,537927.9725532895,318941.8041621821,5,49,BENIGN
80,19844070.75606744,232,45,4704.890315412276,2211.3648927121267,1127.9526646999182,45.82081200855198,368.9950275032131,947.7283943254309,2.5404192032882245,198.12451895712627,4148.525216951239,349.6277220195152,4.508593101241356,4.706892007608999,64.88198768881,0.18271098378013798,726394.7971741299,54806.8728506156,18,12,BENIGN
53,20055271.879085124,198,77,6176.616652787658,3366.2681467459834,367.43993158459796,93.70395093495564,525.781617625122,1359.1297489234512,82.73679357857642,203.94980615314972,9461.854983323929,414.7914047864306,1.919107080109212,1.970368493488505,38.533467316618086,0.8045639124175694,268332.9837924181,229699.20415203657,2,18,BENIGN
443,726562.6791469947,7790,892,287938.93809955305,245185.12734403854,488.5383930077616,75.60912590024645,475.0966263917965,595.9151573122178,24.135553601419304,139.52492269844936,373469.70215228404,16788.312647462713,3.1672513258745987,1.4368517069521283,70.42075003031623,0.5123434509934995,825790.945591891,122806.91712094679,379,62,DDoS
443,13247224.331209557,46,116,1509.7975191668845,4450.206811135418,700.6263454735026,92.28190578852038,431.4225157525441,1071.4113016710858,59.72997340590791,364.8947573236064,6613.278338886166,895.6137131375608,4.827425503877403,2.2076060118089496,89.21684995563,0.3615469284767184,916895.0265713143,263493.32188315224,5,22,BENIGN
8080,1521293.0394421471,5447,2024,440217.17547308,115960.3328297483,1310.0946579109327,49.276724364700065,241.06810753007562,1296.429861204749,82.43747540966369,150.3422294269641,104759.36787336657,18838.124915499975,5.111454173825016,1.8782988826670974,46.268852218742445,0.4021122456150182,623558.1569678197,219636.8706448015,274,87,DDoS
22,41500002.26412177,383,247,4399.271644781803,4120.292777659209,327.95313570667736,35.84519072052468,372.10555499614713,628.1989461988293,20.90567819860182,215.85242999141798,8682.8002283702,691.7071298141412,8.69592190799848,2.292373466856355,36.172534462545904,0.9291764697879922,255930.97125267712,82243.88333031899,2,12,BENIGN
22,25224643.83275715,78,132,9373.46052709329,3343.21586790338,538.1831153692218,1.359785118190071,776.3114319108217,498.95737648823894,69.55145231302157,132.95983294658765,5247.792913781073,539.2890399542267,6.308162371322682,3.0492753648913764,84.47116227467005,0.4023956020770546,195073.16409622447,204901.9777027689,17,36,BENIGN
443,33218328.533632886,150,207,6240.7389198510355,4367.74151287892,1418.8400745650824,45.07556741439266,722.3318123676793,1263.2885258531041,84.26519412299369,337.02287248626453,8492.821505820079,556.9735108687339,9.578781998551566,4.885324744503144,91.41154139418572,0.8727301073495359,599618.3067599186,105395.692204953,14,39,BENIGN
22,58291874.36972559,170,121,6005.239766340154,4805.74094373161,447.0701849153285,45.14539948053083,732.8765381298919,1455.8422115178214,69.5269170014397,307.1118803941637,7702.405171779666,166.83391742359987,2.5401359908228613,3.3537227388461504,42.21819079474136,0.4583009308322565,437305.523592847,363172.2606415561,3,37,BENIGN
53,1544715.0869529902,2654,509,172908.97540714155,146548.46884273164,1088.9806386617947,45.471256648949044,133.39775539912006,1298.3133175583678,57.07537361766902,175.98049126293398,490581.10331545694,34223.7120056516,4.3501112230774615,4.654901462748116,63.06544288778875,0.5785257928326025,481889.4078260101,358275.71177111706,408,117,DDoS
22,867058.7544391716,9629,3653,116116.58212511186,142139.0862609959,151.71092594594575,47.64466456742813,489.3108168513658,1175.4907638479997,45.2057686543759,170.8870752429485,484016.69189593283,11043.199573426858,9.426267739123608,3.913150222435451,83.18409973083335,0.502414139150325,780715.6771014372,451515.4521966592,355,199,DDoS
8080,50709921.76969357,24,97,2015.494768440893,3248.2120123290274,597.7725804903339,23.005461496405587,501.5969366229614,912.9964206939078,27.7015636929425,331.6626568049626,8018.453106583755,876.5195025660746,8.711759558884909,3.142175367846404,90.93715244338361,0.16668573458616173,989160.6024387052,236493.64086502144,20,18,BENIGN
8080,923118.0785749014,1911,2313,228350.88886378743,159870.6886091897,469.95286223267954,2.1291566643105497,340.6195483506435,1232.8598847948829,96.24076247150994,170.75182616262168,395424.041960194,13870.98010559209,3.5735682998445344,2.309249000085591,13.912460356156924,0.9802718257285497,760070.4733739257,446528.74754742347,331,162,DDoS
53,21316045.3403275,174,61,8350.167541097173,1057.1842637839072,1400.3624039619071,15.02631485076641,283.54460858875274,905.4906600189412,97.66883030077878,174.34647647882815,8447.834007458674,953.7653868301884,7.925873605451234,1.933640735115766,30.31421480557998,0.31616050541154894,946477.2954344314,339843.8501110516,14,19,BENIGN
8080,41642619.531788975,318,21,9546.273569339108,902.1712838320809,1130.3446944584032,0.36623630696757115,345.78094240309247,1410.43032670309,63.21077242830421,287.82694572085404,5360.715986568999,133.6002257446068,3.149200942767711,0.33344939783098404,61.58144848061839,0.551766323152091,187370.30888582877,210632.58969399662,19,10,BENIGN
8080,41163827.58275902,287,227,9416.501089548668,1038.5832044401589,460.46734899671253,59.31578652374573,677.3974458690277,464.31468479634805,61.93833809757886,291.6963461611002,2889.9722815724685,162.72602252532337,5.7246261066005415,4.617217767930999,67.50437784471691,0.1868060320990423,760999.0858322536,87212.18562498066,4,18,BENIGN
22,7926581.578371151,434,207,1102.3353631979817,1633.3917186506073,565.9435901903773,22.73792652791734,738.6086519856594,1406.5069122583002,60.15834893559082,217.59892019466392,4247.367918052388,195.56498099938727,0.9523684704520787,0.8237923835543499,47.89095923737715,0.020412567914781618,107446.41693246887,419461.6878797818,7,12,BENIGN
8080,1733802.3330762065,1275,650,244834.4599629893,179833.0644909783,1300.0231683258394,9.605122179945823,215.20756078723014,162.38817582535316,62.840589383383104,83.82719497427121,302043.8721871136,37199.42938215099,0.19531183677656755,3.2623128194445403,30.58417939169322,0.25937028510739946,447732.72783262585,457870.56900058885,116,181,DDoS
22,28158906.644172575,198,172,6193.46369621125,3671.0658123688,674.6445709086515,94.93535952858653,526.3839204090139,1490.9079071764888,86.13560762102848,116.23818324006538,4512.157329799802,236.30747620936722,4.709830227357628,0.3623959791072743,10.298340261095623,0.31618588394122815,338549.3541208904,332761.3552222706,1,16,BENIGN
53,715248.8252145735,1526,1547,160191.52416814514,101422.48115335236,1487.7122078233874,30.197179122225116,465.61632449990714,1087.9293396966968,37.47633072402837,161.1899464238536,345478.69675632624,38252.16435244247,2.5350105032548353,4.1177353323392625,50.67999097536914,0.5966433457023957,258483.7137616211,465589.4627120604,456,195,DDoS
80,18446527.74392871,418,153,4601.363716395463,1895.0449927389013,660.9446580965836,32.69156096278956,544.1478238691559,901.1047537105311,94.97733982016264,157.1667974856133,3005.1462562651654,292.5273500871108,1.077857051486765,3.045926917576658,43.94933655003964,0.06890021050686738,503883.8367880014,290056.42293478176,3,22,BENIGN
80,18517704.89229141,399,239,1245.9391788052762,1249.803579029855,253.43694491763665,43.983985075481904,572.5893616416508,1042.0726926710536,24.880936097555406,250.5577179876927,7625.350421215798,350.0101760668392,9.831333021147605,4.327611416988544,10.044811374213294,0.7277289959813835,315369.33716927236,430234.0313852211,7,34,BENIGN
443,41309821.33036732,201,48,4135.577922941776,4674.424594849118,695.4198810599771,23.331743319976717,689.1378905049323,1058.9838871913544,96.4140607919167,356.0639793341947,7505.274366171908,808.4285080015421,0.8283337735022963,1.2100082617099142,61.28607488100424,0.2922952322233877,246364.14731062093,316580.3764527574,19,37,BENIGN
8080,183491.6231518996,8747,4295,485246.83654876245,88315.03092251778,1482.5503374418495,37.87299039841913,288.27356493989856,1293.3357093672298,13.976892000814424,176.58835068966914,484168.86377754353,12587.578636431012,2.212891514390064,3.838666775154857,28.069907314316826,0.7864079646531136,358735.31061174185,360192.67189534067,353,167,DDoS
443,5495115.53408331,57,23,7487.495123097352,4860.103725518303,537.503400210956,79.76803492625679,303.5071484741568,399.69643258746447,91.859177875634,305.48858819146324,4286.053205482524,374.08118478329646,5.8657747887257585,1.273020492405435,83.2749865409029,0.2804438056227351,301963.6268499723,329985.9074421345,10,30,BENIGN
8080,54335466.65469374,402,229,3626.2990149375305,4596.956200367795,893.7875819142814,73.99468413890861,569.2183111904967,269.7712227732087,25.736855845627694,268.72276593261074,2682.5182916020503,976.8443171235716,9.507244364639154,1.3102563210529443,14.187881271877576,0.897694477756357,511020.3563756778,233329.13087948083,20,18,BENIGN
22,46502249.87269191,141,153,5527.358861436372,2816.848756950199,1323.3119989539816,30.025285353217022,716.6421353269216,1222.8727451954585,67.17851150454773,208.32871648191497,7694.6970853421035,720.2332602835224,7.4030037467266245,4.451833882019253,63.05764401371332,0.570815234577693,596940.9884909482,258573.4307013912,0,34,BENIGN
80,4702735.174745573,493,37,4222.855611676012,636.9048876261918,594.3174168163806,27.679408043095577,433.27741481861335,1016.3037993761837,7.1624855901650575,186.49685275907203,3411.7959095969604,890.3812195596918,8.628133701541596,0.4293117767801389,95.54573129956658,0.935572696014619,857069.0424356238,352383.6654288803,18,7,BENIGN
80,41251475.82448776,476,129,2670.211284401592,2626.676373136927,748.1938005689033,3.8372825022949697,211.61112247787463,1269.6073279936215,72.95072828390049,220.3214846436906,2431.423941336586,761.0778092383068,3.0553439095251544,0.9492186430562911,19.81974666098165,0.8992028412114726,357196.0247357954,344626.3025727435,8,14,BENIGN
443,10815835.34429883,78,244,3346.536600320146,2011.1271562705938,1052.3795336132805,14.651311992619986,225.7279537096953,949.0604892906722,97.11930095534481,292.4002574439904,9318.668258132904,833.225069295126,6.627621934275772,2.3726456956632416,19.513192255333443,0.657790220435194,468711.1791106228,180309.77991148471,8,15,BENIGN
80,1189761.7582995421,7165,1426,211268.44279190022,135011.9936675832,1298.6912323479653,59.75178122000684,146.45849893818146,560.6404669675198,99.11412281888431,120.55737719597289,396969.01334092714,29311.107266580253,7.436281186096658,2.1535367892376267,11.729359264101154,0.3885718575985392,735871.5056252775,487627.0416818473,127,139,DDoS
8080,12945919.698811566,456,222,4658.899967679287,2035.3166482488707,1427.6282519433348,87.02966184443885,372.80740165331093,190.0418774088863,54.03045468054955,394.7740132288317,2633.7043856424552,450.3124367661277,0.22888062116964364,4.808047686981497,69.90001650391557,0.24452270020217204,241212.69411569968,197183.03245515027,10,30,BENIGN
443,1390690.049051368,5678,4160,186804.40596464905,164898.111502512,1044.7656292849156,37.71701278605355,343.66741093897684,1271.3637075411723,26.45328984256128,76.63153625591711,211041.97048822892,28011.165497398473,2.92334174086833,1.536712403854225,76.56223324184734,0.6348752057033261,233814.75710296637,79431.25264977152,301,135,DDoS
22,12712420.85134586,287,41,4218.341400810609,2482.454223764651,1053.0429528448058,41.97157760613861,524.2812617681834,788.0416902968342,82.01566644987919,234.73035025341957,5124.182062639053,263.8219509454026,5.8595449469684375,4.1370736711863865,58.499431328966644,0.2758995575910678,738424.794151316,272146.470318208,18,28,BENIGN
443,7907089.229239865,198,171,3852.489657859924,1242.8772137371366,1050.1254546097016,93.02839777965629,742.8819831604385,1333.2307294771083,92.17576580408418,266.12222000097677,9306.891999031866,992.7486403929124,0.7161229023784556,1.873913474296763,67.83465295913378,0.18486216810161832,633794.4190435188,372205.0456167959,5,41,BENIGN
443,46727234.14868799,100,209,8660.044543281263,702.6540274998013,571.8604434125484,49.065617081957036,291.8920118387847,839.5244208110001,78.6158113550517,194.37531740679367,3410.6771610978553,141.57593160672025,2.2768014600333997,3.4380013240769385,39.64849107548939,0.01057842422602265,908468.4702218942,421117.5654602393,12,49,BENIGN
53,304733.2772995096,5128,1503,199828.30207597587,108839.8900812312,1186.0688273306173,13.112942591395594,492.2934141535627,1204.0486836002383,44.80172194030981,149.7857138729052,188956.72959693708,25400.3771223613,3.078478554511059,2.457365981497472,55.58906021177009,0.4549561945747557,480983.9059918932,230927.21650588102,278,177,DDoS
443,36974289.20278837,322,189,1082.3515829533394,3689.975562068079,1230.006250424888,7.768538049004736,752.2685447949644,212.0288342610566,11.776059080103973,111.76731499321876,6355.638381588767,640.3602926764198,5.215554058069706,2.2745577116096345,22.422611377117107,0.5387017869298617,292387.08519247,465165.8274550037,12,35,BENIGN
443,28714172.50157764,44,180,6024.079520220082,2608.4475744136435,920.83723834574,44.2676586325654,725.7289033689459,754.7573810527523,83.70065626266829,272.9202605397868,1151.596840191416,454.5457044721949,4.532960825356021,1.200656533322922,31.28647753335199,0.5703762264397991,842083.1755079153,469029.56483543164,2,23,BENIGN
443,4261109.510652692,422,101,3483.4831157115136,2727.9063388547384,1174.034133464311,32.373774940402654,676.2556539617551,1160.5133031838511,50.437409347193984,152.93965551804777,5658.3360250314045,480.681832938958,8.289474314287157,0.9333751666202696,98.27205873928064,0.6818170863872774,962559.291249401,412103.1025821255,0,22,BENIGN
80,10450308.241513513,398,6,7607.818234002413,578.7657171654195,574.3558817984863,27.79011471705268,259.89228517572457,1347.8480010477856,8.727663792711816,252.51014264659665,1211.8973963386038,898.5766361127647,4.548763331438935,0.5712468240484179,67.0706346340973,0.6026757082183819,257454.52623753998,295396.3806981653,18,48,BENIGN
53,9628408.450545885,263,232,4637.594825668329,2320.486835211213,463.4094177835374,71.07399136801205,520.0717015528205,1327.6046185354364,77.70004990457859,114.78683233929726,2614.5123022805274,252.7230701232703,8.907622981413532,4.711799520915041,10.788036198627902,0.7098253060923496,367559.08581295365,468857.5762302672,16,46,BENIGN
80,1547305.8442976084,6411,2565,132334.97748124896,225360.21489744834,981.0893176519945,20.580574481162415,432.5933238022199,807.9768911547163,1.7919833583037836,71.91577657415556,109249.7282102348,46049.49562971983,0.8001523313894634,4.994959417959419,70.45840801471799,0.8759281883106509,737626.9281773401,93453.07628731392,394,167,DDoS
80,14715296.211616416,455,218,8779.428575314789,3333.395316407246,1189.860974984727,59.667117032260705,337.8390443243478,304.2269681183317,63.59085720139964,120.25967816972496,3881.706848858633,972.5435356597169,8.545318740025623,1.1491494952351176,91.37584027666603,0.2741340936508573,310200.1774777485,240141.61423783939,19,45,BENIGN
53,58239179.49806765,488,166,3510.3668302054753,1471.8057948436715,312.9604918088535,56.59045836550213,246.64895801740371,1247.0848476942742,9.089125654816998,192.3606415341375,6592.859826133105,524.6164643167816,1.7515345322408016,4.001809937632232,50.650686722210054,0.9151921302031217,343989.21180152573,473012.8935798518,10,35,BENIGN
53,33729486.95216121,175,152,4075.5668402770257,3200.0472583630813,1352.167280012029,0.9464517978966747,281.3976441140115,1281.2976787526227,49.08693249085856,244.7163322149582,3388.6111051898615,466.71827304430843,6.653740692340813,2.414145552372418,29.075184676561637,0.9186036480465789,186693.92437556258,217409.33948582842,3,13,BENIGN
8080,1815587.3923548765,4910,1058,107773.14295461173,201701.49755901395,1030.2889285620308,78.01132213258869,289.1058826505205,1448.6010710504236,69.5190553999118,137.8896082796608,381840.0410427615,33822.91357737042,7.875571163224403,3.7743895034385306,63.25724045836163,0.2929091969120736,995729.9619352357,429646.3157012689,472,151,DDoS
443,9029931.601193964,236,166,8437.219656932279,953.8950451257815,1201.9031798070755,72.78283272429985,307.6902391059109,444.1186430996618,80.7352699430365,172.0328889417812,6770.560182506824,505.6941837445217,2.581361471346717,2.9272144942963534,79.01468697012663,0.8979997276158752,269234.3580028468,291789.11710204685,11,7,BENIGN
8080,3016716.5389445396,230,173,7881.390990283292,592.7075560493165,502.2317311356209,6.594420745365548,691.1152573468792,1356.0394294124858,60.30289787195249,295.19624237472726,4850.720794244859,555.7559618178589,7.692111280567449,4.088248359662768,15.594411757894449,0.04557241281994853,874176.5231809199,322458.2313871484,16,42,BENIGN
53,19439630.05400148,444,33,8071.74119764943,3330.3641134566888,258.13876835558676,50.27084691187432,548.1049844072868,940.1372079329524,54.365171141277635,366.0650085284904,5613.6031249667785,314.8179414849726,8.537344682391732,1.0817567039100786,67.47567897998272,0.12176680850314904,261421.1243485756,160406.9613795841,2,47,BENIGN
22,658094.9587848,8301,3608,432213.20471012633,99348.33531147878,520.6730758657981,52.24625273641862,447.1502819817584,1286.4104763546873,85.11450078566223,196.51112783357252,232136.31573923296,41517.87212929505,9.199990257677905,0.711666533195257,74.91478675497676,0.866198172858175,504397.9177173931,122087.18288111284,260,77,DDoS
443,11660897.10277888,488,211,4802.4304173979235,1292.6905514597975,103.50707230989156,56.5273421221008,780.3534726766976,769.6791027887048,64.13565163841861,162.39463750334264,4255.415337320965,491.1017129854708,0.8468675311950358,0.5133208540818412,46.77371633388469,0.6922948136096795,139400.9086365571,242671.01479444045,9,47,BENIGN
8080,13520242.178134536,52,23,9912.375176276099,982.076678406503,1150.8637679590688,37.111163955228946,209.00812582813217,623.9664344962127,59.36515273512831,173.66363879001733,8109.551720393648,313.09961381628625,0.7155974745322553,0.19256367677291492,10.858285093819367,0.8697464793654981,849339.4449408866,328416.0873757269,1,28,BENIGN
8080,43793521.20329907,485,150,1100.1415743626048,3557.9530615732247,341.81721469513093,70.27131931141906,321.79925216156823,798.6077299917224,68.18449083526465,347.11774578501,8070.077651998439,546.1777398514552,4.333383716653164,1.812070941765045,92.68930178630505,0.74786447026704,202448.92375750598,292189.5107684699,19,46,BENIGN
53,8407797.42124797,263,55,4541.462277060994,3343.3767170526867,763.3233668152909,94.01992956482279,716.6959158518323,294.7163449715139,77.38492230518189,300.26052176173744,1273.189271899701,917.7089257186534,6.333669760602733,2.9099681823932952,14.044722848592706,0.8704280327903205,325831.8647554271,406816.88063302333,0,47,BENIGN
80,11478271.661377156,263,10,8040.350095700931,2035.7271649026725,1431.0973043277363,57.46202673087818,687.3530043405121,996.7032275290863,9.908484050431221,164.4363731658227,6228.270012758582,492.7306336353484,1.915536092759528,4.4896536935696245,65.43005015613568,0.7797398444440038,966264.6502144667,476885.05997494643,19,11,BENIGN
443,944450.7463481391,6906,3237,411382.75498153927,237834.85641030388,1244.7007325894863,55.44475756640872,111.93848035141616,921.4765609384858,31.98902283105899,130.2677267244661,485834.98968626617,48330.19629875359,4.058348260964282,0.6091015252505586,40.862814979873946,0.9893703414835565,800603.7618631253,476747.342107851,113,62,DDoS
8080,306088.4794979056,1782,1115,213211.68811122177,188231.18363359154,1137.1912940903171,32.109315787520345,157.41367550192828,1367.4343564051094,6.618989108994655,167.2064042592255,152408.231972625,43884.25869106434,7.515897895007913,2.137168504870695,19.40751239444461,0.14990437652636793,820144.518598257,475735.3074284975,394,163,DDoS
443,451549.01878672384,3779,3034,400024.8228018628,235809.23675638635,850.0852147579117,69.7139433382168,284.92108045039583,1162.8888072429324,8.575809029303583,56.37533378336974,494924.503994755,30570.36780389392,5.603524304996305,4.75709153734529,10.37654494093702,0.7918784320664619,262335.60269325797,139719.8097557003,438,119,DDoS
53,48295164.345164455,319,106,1919.2307221825668,3481.901971167574,1230.44479767867,8.090786760608937,797.4245004136624,794.6886034998487,46.833572427498325,278.2020045018059,4358.270874281607,233.73149147273452,1.1291928126439634,4.0863535128494926,18.658815128843337,0.1352821820321606,182164.44947311413,240115.13077423492,7,14,BENIGN
53,45166174.077208206,289,182,1249.393435767088,3692.5224442969934,802.7874341010374,21.364920879531823,310.2676520435705,398.1288807678039,7.0230855897447935,364.710055330171,6597.955525552289,347.25291892393057,3.48736210551541,3.3695597540936157,56.8726812747592,0.5575549785577453,554096.824251422,486895.34262296127,16,19,BENIGN
53,26617755.124163993,409,149,4937.066403772251,4777.2880914884,799.3951865631294,89.44261042076354,566.8975373611021,693.74055013421,90.86616395097194,251.1675014161337,4309.463895997175,661.8062784823629,3.1585875729163795,0.8604469844184888,81.01586282546575,0.06771794492243684,892294.2128019042,220824.1511108403,15,14,BENIGN
8080,45862521.37506269,147,76,2715.6068377770025,2291.886327528463,890.8179494651208,75.39219112708487,413.18869215980067,170.95711926674625,56.168784634303215,291.3522695328275,1682.3028374202772,369.0120050312124,3.719496212135649,4.270095819668863,19.297384322333293,0.7110302236161207,804230.3434135489,153123.46969298116,16,26,BENIGN
443,58495387.86433954,258,5,5724.172942825019,587.5661136107177,385.74236606808057,76.2546525413081,423.1554862517919,480.15450215125736,13.631069804431517,392.51966665358697,6169.385771846485,475.7397269007874,9.457675113093686,2.761537020127035,86.76464739130013,0.09031870563143082,786185.8181631984,69415.19139709981,8,7,BENIGN
443,21764829.03436968,226,82,4976.928860471933,4332.847669008369,777.2699173246976,9.869681248170636,299.42683300817686,644.562962262157,94.54282368082426,180.37752085996186,8433.259607537875,522.2868797034397,6.6074403737783305,0.8338221040846634,33.92512984783761,0.7379858822296889,433613.376789953,283063.70925041195,13,27,BENIGN
