Unnamed: 0,Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,SimillarHTTP, Inbound, Label
2111,172.16.0.5-192.168.50.1-634-9330-17,172.16.0.5,634,192.168.50.1,9330,17,51:40.2,39033,200,0,88000,0,440,440,440,0,0,0,0,0,2254502.6,5123.869546,196.1457286,358.7952398,4252,0,39033,196.1457286,358.7952398,4252,0,0,0,0,0,0,0,0,0,0,-200,0,5123.869546,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,-200,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
733,172.16.0.5-192.168.50.1-634-60508-17,172.16.0.5,634,192.168.50.1,60508,17,51:40.2,28486,200,0,88000,0,440,440,440,0,0,0,0,0,3089236.818,7020.992768,143.1457286,154.4826618,785,0,28486,143.1457286,154.4826618,785,0,0,0,0,0,0,0,0,0,0,-200,0,7020.992768,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,-200,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
741,172.16.0.5-192.168.50.1-634-63045-17,172.16.0.5,634,192.168.50.1,63045,17,51:40.2,30589,200,0,88000,0,440,440,440,0,0,0,0,0,2876851.156,6538.298081,153.7135678,179.3388345,966,0,30589,153.7135678,179.3388345,966,0,0,0,0,0,0,0,0,0,0,-200,0,6538.298081,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,-200,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
122,172.16.0.5-192.168.50.1-0-0-0,172.16.0.5,0,192.168.50.1,0,0,51:40.2,119819608,1014,196,0,0,0,0,0,0,0,0,0,0,0,10.09851409,99106.37552,518739.4384,5975581,0,119819608,118281.9427,564765.1873,5975678,0,119300851,611799.2359,1370228.53,5975760,0,0,0,0,0,0,0,8.462721727,1.635792365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014,0,196,0,-1,-1,0,0,3649857.5,1059666.385,4024592,1027317,5914329.25,172958.8407,5975581,5486278,0,1,DrDoS_DNS
520,172.16.0.5-192.168.50.1-634-44802-17,172.16.0.5,634,192.168.50.1,44802,17,51:40.2,35172,200,0,88000,0,440,440,440,0,0,0,0,0,2501990.219,5686.341408,176.7437186,206.9246914,1273,0,35172,176.7437186,206.9246914,1273,0,0,0,0,0,0,0,0,0,0,-200,0,5686.341408,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,-200,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
1858,172.16.0.5-192.168.50.1-634-3192-17,172.16.0.5,634,192.168.50.1,3192,17,51:40.2,32880,200,0,88000,0,440,440,440,0,0,0,0,0,2676399.027,6082.725061,165.2261307,192.3271469,895,0,32880,165.2261307,192.3271469,895,0,0,0,0,0,0,0,0,0,0,-200,0,6082.725061,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,-200,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
2113,172.16.0.5-192.168.50.1-634-11970-17,172.16.0.5,634,192.168.50.1,11970,17,51:40.3,36052,200,0,88000,0,440,440,440,0,0,0,0,0,2440918.673,5547.542439,181.1658291,213.6731376,1208,1,36052,181.1658291,213.6731376,1208,1,0,0,0,0,0,0,0,0,0,-200,0,5547.542439,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,-200,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
873,172.16.0.5-192.168.50.1-634-15612-17,172.16.0.5,634,192.168.50.1,15612,17,51:40.3,40926,200,0,88000,0,440,440,440,0,0,0,0,0,2150222.353,4886.868983,205.6582915,353.0788303,3523,1,40926,205.6582915,353.0788303,3523,1,0,0,0,0,0,0,0,0,0,3364,0,4886.868983,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,3364,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
0,172.16.0.5-192.168.50.1-48621-22-6,192.168.50.1,22,172.16.0.5,48621,6,51:40.3,5197051,10,7,408,440,68,0,40.8,35.11504901,84,0,62.85714286,31.5564498,163.169459,3.271085852,324815.6875,685737.4238,2316018,0,4808335,534259.4444,867597.999,2316018,1,4799952,799992,1254251.529,2704857,0,1,0,0,0,320,224,1.924168148,1.346917704,0,84,50.88888889,33.76891869,1140.339869,0,0,1,0,0,1,0,0,0,53.88235294,40.8,62.85714286,320,0,0,0,0,0,0,10,408,7,440,247,259,5,32,0,0,0,0,0,0,0,0,0,0,DrDoS_DNS
2738,172.16.0.5-192.168.50.1-634-46719-17,172.16.0.5,634,192.168.50.1,46719,17,51:40.3,37616,200,0,88000,0,440,440,440,0,0,0,0,0,2339430.03,5316.886431,189.0251256,234.9233582,1315,0,37616,189.0251256,234.9233582,1315,0,0,0,0,0,0,0,0,0,0,5104,0,5316.886431,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,5104,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,8,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
2844,172.16.0.5-192.168.50.1-634-7674-17,172.16.0.5,634,192.168.50.1,7674,17,51:40.3,31111,200,0,88000,0,440,440,440,0,0,0,0,0,2828581.531,6428.594388,156.3366834,169.6400593,805,0,31111,156.3366834,169.6400593,805,0,0,0,0,0,0,0,0,0,0,4048,0,6428.594388,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,4048,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,8,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
1925,172.16.0.5-192.168.50.1-634-39071-17,172.16.0.5,634,192.168.50.1,39071,17,51:40.4,31529,200,0,88000,0,440,440,440,0,0,0,0,0,2791081.227,6343.366425,158.4371859,190.9424125,1320,0,31529,158.4371859,190.9424125,1320,0,0,0,0,0,0,0,0,0,0,2920,0,6343.366425,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,2920,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,8,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
2911,172.16.0.5-192.168.50.1-634-37616-17,172.16.0.5,634,192.168.50.1,37616,17,51:40.4,36694,200,0,88000,0,440,440,440,0,0,0,0,0,2398212.242,5450.482368,184.3919598,239.5664795,1395,1,36694,184.3919598,239.5664795,1395,1,0,0,0,0,0,0,0,0,0,3160,0,5450.482368,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,3160,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,8,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
123,192.168.50.8-125.56.201.115-59099-80-6,192.168.50.8,59099,125.56.201.115,80,6,51:40.4,110861755,26,26,616,768,297,0,23.69230769,80.46006176,384,0,29.53846154,104.3506515,12.48401669,0.46905265,2173759.902,4077410.197,10007500,1,110682172,4427286.88,5073189.973,10186860,1,110682226,4427289.04,5104590.623,10188237,1,0,0,0,0,520,784,0.234526325,0.234526325,0,384,26.13207547,91.47930361,8368.46299,0,0,0,0,0,1,0,0,1,26.63461538,23.69230769,29.53846154,520,0,0,0,0,0,0,26,616,26,768,16329,245,23,20,198805.4545,64223.33899,392446,179351,9863210.091,413171.8138,10007500,8632089,detectportal.firefox.com/success.txt,0,BENIGN
2371,172.16.0.5-192.168.50.1-634-64682-17,172.16.0.5,634,192.168.50.1,64682,17,51:40.4,39164,200,0,88000,0,440,440,440,0,0,0,0,0,2246961.495,5106.730671,196.8040201,326.9085171,3551,0,39164,196.8040201,326.9085171,3551,0,0,0,0,0,0,0,0,0,0,2992,0,5106.730671,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,2992,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,8,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
1417,172.16.0.5-192.168.50.1-634-587-17,172.16.0.5,634,192.168.50.1,587,17,51:40.4,38512,200,0,88000,0,440,440,440,0,0,0,0,0,2285002.077,5193.186539,193.5276382,256.6818925,1693,1,38512,193.5276382,256.6818925,1693,1,0,0,0,0,0,0,0,0,0,1600,0,5193.186539,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,1600,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,8,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
2742,172.16.0.5-192.168.50.1-634-31123-17,172.16.0.5,634,192.168.50.1,31123,17,51:40.5,67199,200,0,88000,0,440,440,440,0,0,0,0,0,1309543.297,2976.234765,337.6834171,549.3202919,4860,1,67199,337.6834171,549.3202919,4860,1,0,0,0,0,0,0,0,0,0,2896,0,2976.234765,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,2896,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,8,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
23,192.168.50.8-54.218.239.186-59102-443-6,192.168.50.8,59102,54.218.239.186,443,6,51:40.5,40335006,9,10,8,62,1,0,0.888888889,0.333333333,31,0,6.2,13.07074766,1.735465218,0.471054845,2240833.667,4264279.765,10018634,1,40335006,5041875.75,5390054.209,10108818,1,40244490,4471610,5302932.05,10108919,1,0,0,0,0,180,200,0.223131242,0.247923603,0,31,3.55,9.400307946,88.36578947,0,0,0,0,0,1,0,0,1,3.736842105,0.888888889,6.2,180,0,0,0,0,0,0,9,8,10,62,63979,31320,7,20,90226.5,43.55456348,90287,90185,9993447.25,40495.75371,10018634,9933709,0,0,BENIGN
3319,172.16.0.5-192.168.50.1-634-13463-17,172.16.0.5,634,192.168.50.1,13463,17,51:40.5,79523,200,0,88000,0,440,440,440,0,0,0,0,0,1106598.091,2514.995662,399.6130653,712.2376646,7287,1,79523,399.6130653,712.2376646,7287,1,0,0,0,0,0,0,0,0,0,4972,0,2514.995662,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,4972,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
1488,172.16.0.5-192.168.50.1-634-47597-17,172.16.0.5,634,192.168.50.1,47597,17,51:40.5,40977,200,0,88000,0,440,440,440,0,0,0,0,0,2147546.184,4880.786783,205.9145729,531.6183675,5294,0,40977,205.9145729,531.6183675,5294,0,0,0,0,0,0,0,0,0,0,5464,0,4880.786783,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,5464,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
1904,172.16.0.5-192.168.50.1-634-29575-17,172.16.0.5,634,192.168.50.1,29575,17,51:40.6,47233,200,0,88000,0,440,440,440,0,0,0,0,0,1863104.186,4234.327695,237.3517588,584.241939,5262,1,47233,237.3517588,584.241939,5262,1,0,0,0,0,0,0,0,0,0,4144,0,4234.327695,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,4144,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
232,172.16.0.5-192.168.50.1-634-15125-17,172.16.0.5,634,192.168.50.1,15125,17,51:40.6,111137,200,0,88000,0,440,440,440,0,0,0,0,0,791815.507,1799.580698,558.4773869,1586.549836,17707,1,111137,558.4773869,1586.549836,17707,1,0,0,0,0,0,0,0,0,0,4720,0,1799.580698,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,4720,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
2836,172.16.0.5-192.168.50.1-634-46539-17,172.16.0.5,634,192.168.50.1,46539,17,51:40.6,47852,200,0,88000,0,440,440,440,0,0,0,0,0,1839003.594,4179.553624,240.4623116,734.7273096,7091,1,47852,240.4623116,734.7273096,7091,1,0,0,0,0,0,0,0,0,0,4120,0,4179.553624,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,4120,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
1444,172.16.0.5-192.168.50.1-634-17872-17,172.16.0.5,634,192.168.50.1,17872,17,51:40.7,29224,200,0,88000,0,440,440,440,0,0,0,0,0,3011223.652,6843.690118,146.8542714,152.4536488,576,1,29224,146.8542714,152.4536488,576,1,0,0,0,0,0,0,0,0,0,6400,0,6843.690118,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,6400,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,32,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
2212,172.16.0.5-192.168.50.1-634-57620-17,172.16.0.5,634,192.168.50.1,57620,17,51:40.7,29172,200,0,88000,0,440,440,440,0,0,0,0,0,3016591.252,6855.889209,146.5929648,265.9692778,3255,0,29172,146.5929648,265.9692778,3255,0,0,0,0,0,0,0,0,0,0,5032,0,6855.889209,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,5032,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
703,172.16.0.5-192.168.50.1-634-15218-17,172.16.0.5,634,192.168.50.1,15218,17,51:40.7,29212,200,0,88000,0,440,440,440,0,0,0,0,0,3012460.633,6846.501438,146.7939698,149.4137796,405,0,29212,146.7939698,149.4137796,405,0,0,0,0,0,0,0,0,0,0,4000,0,6846.501438,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,4000,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
811,172.16.0.5-192.168.50.1-634-42291-17,172.16.0.5,634,192.168.50.1,42291,17,51:40.7,70290,200,0,88000,0,440,440,440,0,0,0,0,0,1251956.182,2845.354958,353.2160804,388.9832882,1854,0,70290,353.2160804,388.9832882,1854,0,0,0,0,0,0,0,0,0,0,4000,0,2845.354958,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,4000,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
2133,172.16.0.5-192.168.50.1-634-58492-17,172.16.0.5,634,192.168.50.1,58492,17,51:40.8,29130,200,0,88000,0,440,440,440,0,0,0,0,0,3020940.611,6865.774116,146.3819095,149.9671172,399,1,29130,146.3819095,149.9671172,399,1,0,0,0,0,0,0,0,0,0,4000,0,6865.774116,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,4000,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
1187,172.16.0.5-192.168.50.1-634-62964-17,172.16.0.5,634,192.168.50.1,62964,17,51:40.8,66949,200,0,88000,0,440,440,440,0,0,0,0,0,1314433.375,2987.348579,336.4271357,386.0649229,2089,0,66949,336.4271357,386.0649229,2089,0,0,0,0,0,0,0,0,0,0,1720,0,2987.348579,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,1720,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,0,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
1995,172.16.0.5-192.168.50.1-634-37082-17,172.16.0.5,634,192.168.50.1,37082,17,51:40.8,29086,200,0,88000,0,440,440,440,0,0,0,0,0,3025510.555,6876.160352,146.160804,148.4856701,423,0,29086,146.160804,148.4856701,423,0,0,0,0,0,0,0,0,0,0,3600,0,6876.160352,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,3600,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,0,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
2758,172.16.0.5-192.168.50.1-37082-634-17,192.168.50.1,634,172.16.0.5,37082,17,51:40.8,1,2,0,880,0,440,440,440,0,0,0,0,0,8.80E+08,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,40,0,2000000,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,660,440,0,40,0,0,0,0,0,0,2,880,0,0,-1,-1,1,20,0,0,0,0,0,0,0,0,0,0,DrDoS_DNS
1434,172.16.0.5-192.168.50.1-634-43576-17,172.16.0.5,634,192.168.50.1,43576,17,51:40.8,32493,200,0,88000,0,440,440,440,0,0,0,0,0,2708275.629,6155.171883,163.281407,260.6821107,3097,1,32493,163.281407,260.6821107,3097,1,0,0,0,0,0,0,0,0,0,1180,0,6155.171883,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,1180,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,0,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
